type	time	latitude	longitude	altitude (m)	temperature	name	desc
T	2016-02-11 03:20:17	47.718049111	-122.247202964	126.4	23.0		
T	2016-02-11 03:20:18	47.718027066	-122.247194331	126.4	23.0		
T	2016-02-11 03:20:19	47.718021031	-122.247190895	126.4	23.0		
T	2016-02-11 03:20:20	47.718016505	-122.247190308	126.4	23.0		
T	2016-02-11 03:20:21	47.718012230	-122.247191314	126.4	23.0		
T	2016-02-11 03:20:22	47.718006363	-122.247191314	126.4	23.0		
T	2016-02-11 03:20:23	47.718004771	-122.247192319	126.4	23.0		
T	2016-02-11 03:20:24	47.718002507	-122.247193744	126.4	23.0		
T	2016-02-11 03:20:25	47.718001921	-122.247197013	126.4	23.0		
T	2016-02-11 03:20:26	47.718004519	-122.247200115	126.4	23.0		
T	2016-02-11 03:20:27	47.718007453	-122.247203467	126.4	23.0		
T	2016-02-11 03:20:28	47.718011895	-122.247206485	126.4	23.0		
T	2016-02-11 03:20:29	47.718017176	-122.247207826	126.4	23.0		
T	2016-02-11 03:20:30	47.718022205	-122.247208161	126.4	23.0		
T	2016-02-11 03:20:31	47.718026396	-122.247209083	126.4	23.0		
T	2016-02-11 03:20:32	47.718028072	-122.247209251	126.4	23.0		
T	2016-02-11 03:20:33	47.718028575	-122.247209502	126.4	23.0		
T	2016-02-11 03:20:34	47.718034443	-122.247210592	126.4	23.0		
T	2016-02-11 03:20:35	47.718039388	-122.247212688	126.4	23.0		
T	2016-02-11 03:20:36	47.718039639	-122.247213945	126.4	23.0		
T	2016-02-11 03:20:37	47.718039891	-122.247216040	126.4	23.0		
T	2016-02-11 03:20:38	47.718036203	-122.247218220	126.4	23.0		
T	2016-02-11 03:20:39	47.718033018	-122.247219477	126.4	23.0		
T	2016-02-11 03:20:40	47.718029749	-122.247221656	126.4	23.0		
T	2016-02-11 03:20:41	47.718028743	-122.247227188	126.4	23.0		
T	2016-02-11 03:20:42	47.718026228	-122.247233223	126.4	23.0		
T	2016-02-11 03:20:43	47.718027318	-122.247239929	126.4	23.0		
T	2016-02-11 03:20:44	47.718028659	-122.247244706	126.4	23.0		
T	2016-02-11 03:20:45	47.718031760	-122.247249233	126.4	23.0		
T	2016-02-11 03:20:46	47.718034359	-122.247253926	126.4	23.0		
T	2016-02-11 03:20:47	47.718035784	-122.247255854	126.4	23.0		
T	2016-02-11 03:20:48	47.718031425	-122.247256106	126.4	23.0		
T	2016-02-11 03:20:49	47.718027486	-122.247256609	126.4	23.0		
T	2016-02-11 03:20:50	47.718027234	-122.247257447	126.4	23.0		
T	2016-02-11 03:20:51	47.718029749	-122.247257950	126.4	23.0		
T	2016-02-11 03:20:52	47.718031006	-122.247257028	126.2	23.0		
T	2016-02-11 03:20:53	47.718032682	-122.247255854	126.4	23.0		
T	2016-02-11 03:20:54	47.718032934	-122.247255351	126.4	23.0		
T	2016-02-11 03:20:55	47.718034862	-122.247257279	126.4	23.0		
T	2016-02-11 03:20:56	47.718037041	-122.247258620	126.4	23.0		
T	2016-02-11 03:20:57	47.718040561	-122.247262057	126.4	23.0		
T	2016-02-11 03:20:58	47.718041316	-122.247263649	126.4	23.0		
T	2016-02-11 03:20:59	47.718041232	-122.247263566	126.2	23.0		
T	2016-02-11 03:21:00	47.718040310	-122.247263566	126.2	23.0		
T	2016-02-11 03:21:01	47.718039472	-122.247260045	126.4	23.0		
T	2016-02-11 03:21:02	47.718039053	-122.247259207	126.4	23.0		
T	2016-02-11 03:21:03	47.718036789	-122.247254848	126.4	23.0		
T	2016-02-11 03:21:04	47.718035867	-122.247250741	126.4	23.0		
T	2016-02-11 03:21:05	47.718035281	-122.247246886	126.4	23.0		
T	2016-02-11 03:21:06	47.718034443	-122.247243030	126.2	23.0		
T	2016-02-11 03:21:07	47.718034023	-122.247239258	126.2	23.0		
T	2016-02-11 03:21:08	47.718031425	-122.247236157	126.2	23.0		
T	2016-02-11 03:21:09	47.718030754	-122.247233391	126.2	23.0		
T	2016-02-11 03:21:10	47.718029497	-122.247232134	126.2	23.0		
T	2016-02-11 03:21:11	47.718025390	-122.247232469	126.2	23.0		
T	2016-02-11 03:21:12	47.718006363	-122.247222997	126.2	23.0		
T	2016-02-11 03:21:13	47.717996053	-122.247219309	126.2	23.0		
T	2016-02-11 03:21:14	47.717991108	-122.247217968	126.2	23.0		
T	2016-02-11 03:21:15	47.717992282	-122.247220147	126.2	23.0		
T	2016-02-11 03:21:16	47.717992868	-122.247221321	126.2	23.0		
T	2016-02-11 03:21:17	47.717995131	-122.247220064	126.2	23.0		
T	2016-02-11 03:21:18	47.717997143	-122.247218890	126.2	23.0		
T	2016-02-11 03:21:19	47.717997730	-122.247216962	126.2	23.0		
T	2016-02-11 03:21:20	47.717998987	-122.247217800	126.2	23.0		
T	2016-02-11 03:21:21	47.718003429	-122.247220231	126.2	23.0		
T	2016-02-11 03:21:22	47.718008040	-122.247225512	126.2	23.0		
T	2016-02-11 03:21:23	47.718000580	-122.247222494	126.2	23.0		
T	2016-02-11 03:21:24	47.718005944	-122.247227021	126.2	23.0		
T	2016-02-11 03:21:25	47.718001921	-122.247225428	126.2	23.0		
T	2016-02-11 03:21:26	47.717997730	-122.247226182	126.2	23.0		
T	2016-02-11 03:21:27	47.718000580	-122.247232050	126.2	23.0		
T	2016-02-11 03:21:28	47.718002088	-122.247237330	126.2	23.0		
T	2016-02-11 03:21:29	47.718004771	-122.247239845	126.2	23.0		
T	2016-02-11 03:21:30	47.718007034	-122.247239593	126.2	23.0		
T	2016-02-11 03:21:31	47.718008794	-122.247241605	126.2	23.0		
T	2016-02-11 03:21:32	47.718005022	-122.247240767	126.2	23.0		
T	2016-02-11 03:21:33	47.717998149	-122.247238671	126.0	23.0		
T	2016-02-11 03:21:34	47.718000244	-122.247237246	126.0	23.0		
T	2016-02-11 03:21:35	47.718001837	-122.247236492	126.0	23.0		
T	2016-02-11 03:21:36	47.718003094	-122.247234397	126.0	23.0		
T	2016-02-11 03:21:37	47.718004016	-122.247230792	126.0	23.0		
T	2016-02-11 03:21:38	47.718006279	-122.247223249	126.0	23.0		
T	2016-02-11 03:21:39	47.718007201	-122.247215873	126.0	23.0		
T	2016-02-11 03:21:40	47.718007872	-122.247207994	126.0	23.0		
T	2016-02-11 03:21:41	47.718007956	-122.247196930	126.0	23.0		
T	2016-02-11 03:21:42	47.718009464	-122.247185446	126.0	23.0		
T	2016-02-11 03:21:43	47.718007453	-122.247173879	126.0	23.0		
T	2016-02-11 03:21:44	47.718004519	-122.247166922	126.0	23.0		
T	2016-02-11 03:21:45	47.717997897	-122.247160887	126.0	23.0		
T	2016-02-11 03:21:46	47.717996053	-122.247153344	126.0	23.0		
T	2016-02-11 03:21:47	47.717991946	-122.247144459	126.0	23.0		
T	2016-02-11 03:21:48	47.717977278	-122.247131970	126.0	23.0		
T	2016-02-11 03:21:49	47.717965543	-122.247123253	126.0	23.0		
T	2016-02-11 03:21:50	47.717956910	-122.247119816	126.0	23.0		
T	2016-02-11 03:21:51	47.717945846	-122.247114619	126.0	23.0		
T	2016-02-11 03:21:52	47.717931932	-122.247109842	126.0	23.0		
T	2016-02-11 03:21:53	47.717920197	-122.247107411	126.0	23.0		
T	2016-02-11 03:21:54	47.717909636	-122.247106321	126.0	23.0		
T	2016-02-11 03:21:55	47.717903266	-122.247106573	126.0	23.0		
T	2016-02-11 03:21:56	47.717896895	-122.247108920	126.0	23.0		
T	2016-02-11 03:21:57	47.717891950	-122.247112440	126.0	23.0		
T	2016-02-11 03:21:58	47.717888514	-122.247115960	126.0	23.0		
T	2016-02-11 03:21:59	47.717889687	-122.247121409	125.8	23.0		
T	2016-02-11 03:22:00	47.717888514	-122.247125348	125.8	23.0		
T	2016-02-11 03:22:01	47.717895219	-122.247129036	125.8	23.0		
T	2016-02-11 03:22:02	47.717901673	-122.247132892	125.8	23.0		
T	2016-02-11 03:22:03	47.717907038	-122.247136580	125.8	23.0		
T	2016-02-11 03:22:04	47.717909133	-122.247138759	125.8	23.0		
T	2016-02-11 03:22:05	47.717919275	-122.247145968	125.8	23.0		
T	2016-02-11 03:22:06	47.717925142	-122.247147392	125.8	23.0		
T	2016-02-11 03:22:07	47.717928747	-122.247148734	125.8	23.0		
T	2016-02-11 03:22:08	47.717932267	-122.247152841	125.8	23.0		
T	2016-02-11 03:22:09	47.717936877	-122.247154685	125.8	23.0		
T	2016-02-11 03:22:10	47.717942242	-122.247154852	125.8	23.0		
T	2016-02-11 03:22:11	47.717947271	-122.247154769	125.8	23.0		
T	2016-02-11 03:22:12	47.717953976	-122.247156361	125.8	23.0		
T	2016-02-11 03:22:13	47.717959592	-122.247156780	125.8	23.0		
T	2016-02-11 03:22:14	47.717968058	-122.247158121	125.8	23.0		
T	2016-02-11 03:22:15	47.717976104	-122.247159714	125.8	23.0		
T	2016-02-11 03:22:16	47.717981217	-122.247157618	125.8	23.0		
T	2016-02-11 03:22:17	47.717981553	-122.247153930	125.8	23.0		
T	2016-02-11 03:22:18	47.717982559	-122.247150075	125.8	23.0		
T	2016-02-11 03:22:19	47.717984319	-122.247147644	125.8	23.0		
T	2016-02-11 03:22:20	47.717986330	-122.247145381	125.8	23.0		
T	2016-02-11 03:22:21	47.717985911	-122.247146135	125.8	23.0		
T	2016-02-11 03:22:22	47.717987755	-122.247145884	125.8	23.0		
T	2016-02-11 03:22:23	47.717985911	-122.247143621	125.8	23.0		
T	2016-02-11 03:22:24	47.717988761	-122.247143369	125.8	23.0		
T	2016-02-11 03:22:25	47.717991611	-122.247141525	125.8	23.0		
T	2016-02-11 03:22:26	47.717993539	-122.247141441	125.8	23.0		
T	2016-02-11 03:22:27	47.717996892	-122.247141693	125.8	23.0		
T	2016-02-11 03:22:28	47.718000831	-122.247141777	125.8	23.0		
T	2016-02-11 03:22:29	47.718002340	-122.247140855	125.8	23.0		
T	2016-02-11 03:22:30	47.718003681	-122.247139430	125.8	23.0		
T	2016-02-11 03:22:31	47.718004184	-122.247139178	125.8	23.0		
T	2016-02-11 03:22:32	47.718002675	-122.247137167	125.8	23.0		
T	2016-02-11 03:22:33	47.718002172	-122.247134568	125.8	23.0		
T	2016-02-11 03:22:34	47.718003597	-122.247131718	125.8	23.0		
T	2016-02-11 03:22:35	47.718004268	-122.247130042	125.6	23.0		
T	2016-02-11 03:22:36	47.718000328	-122.247130712	125.6	23.0		
T	2016-02-11 03:22:37	47.717992198	-122.247129958	125.6	23.0		
T	2016-02-11 03:22:38	47.717990186	-122.247128366	125.6	23.0		
T	2016-02-11 03:22:39	47.717987755	-122.247128701	125.6	23.0		
T	2016-02-11 03:22:40	47.717984235	-122.247131635	125.6	23.0		
T	2016-02-11 03:22:41	47.717979625	-122.247132221	125.6	23.0		
T	2016-02-11 03:22:42	47.717974009	-122.247131970	125.6	23.0		
T	2016-02-11 03:22:43	47.717973674	-122.247129623	125.6	23.0		
T	2016-02-11 03:22:44	47.717972333	-122.247131551	125.6	23.0		
T	2016-02-11 03:22:45	47.717971578	-122.247134820	125.6	23.0		
T	2016-02-11 03:22:46	47.717971411	-122.247137083	125.6	23.0		
T	2016-02-11 03:22:47	47.717962693	-122.247140938	125.6	23.0		
T	2016-02-11 03:22:48	47.717958502	-122.247144794	125.6	23.0		
T	2016-02-11 03:22:49	47.717955401	-122.247147476	125.6	23.0		
T	2016-02-11 03:22:50	47.717957832	-122.247148482	125.6	23.0		
T	2016-02-11 03:22:51	47.717962777	-122.247148566	125.4	23.0		
T	2016-02-11 03:22:52	47.717966717	-122.247149572	125.4	23.0		
T	2016-02-11 03:22:53	47.717970740	-122.247152673	125.4	23.0		
T	2016-02-11 03:22:54	47.717973422	-122.247157032	125.4	23.0		
T	2016-02-11 03:22:55	47.717975015	-122.247160971	125.4	23.0		
T	2016-02-11 03:22:56	47.717976691	-122.247167174	125.4	23.0		
T	2016-02-11 03:22:57	47.717976440	-122.247170610	125.4	23.0		
T	2016-02-11 03:22:58	47.717975769	-122.247175975	125.4	23.0		
T	2016-02-11 03:22:59	47.717980547	-122.247179495	125.4	23.0		
T	2016-02-11 03:23:00	47.717986582	-122.247178322	125.4	23.0		
T	2016-02-11 03:23:01	47.717991276	-122.247178322	125.4	23.0		
T	2016-02-11 03:23:02	47.717995299	-122.247179747	125.4	23.0		
T	2016-02-11 03:23:03	47.717998819	-122.247181423	125.4	23.0		
T	2016-02-11 03:23:04	47.718004519	-122.247181255	125.4	22.0		
T	2016-02-11 03:23:05	47.718009045	-122.247182513	125.4	22.0		
T	2016-02-11 03:23:06	47.718012566	-122.247182345	125.4	22.0		
T	2016-02-11 03:23:07	47.718013404	-122.247181591	125.4	22.0		
T	2016-02-11 03:23:08	47.718015667	-122.247176226	125.4	22.0		
T	2016-02-11 03:23:09	47.718020361	-122.247178908	125.4	22.0		
T	2016-02-11 03:23:10	47.718016421	-122.247176729	125.4	22.0		
T	2016-02-11 03:23:11	47.718015499	-122.247177986	125.4	22.0		
T	2016-02-11 03:23:12	47.718018182	-122.247182345	125.4	22.0		
T	2016-02-11 03:23:13	47.718016421	-122.247185363	125.4	22.0		
T	2016-02-11 03:23:14	47.718016589	-122.247186201	125.4	22.0		
T	2016-02-11 03:23:15	47.718022205	-122.247193409	125.4	22.0		
T	2016-02-11 03:23:16	47.718024803	-122.247199444	125.4	22.0		
T	2016-02-11 03:23:17	47.718028994	-122.247202042	125.4	22.0		
T	2016-02-11 03:23:18	47.718032263	-122.247206820	125.4	22.0		
T	2016-02-11 03:23:19	47.718033940	-122.247212017	125.4	22.0		
T	2016-02-11 03:23:20	47.718035616	-122.247217717	125.4	22.0		
T	2016-02-11 03:23:21	47.718035281	-122.247223500	125.4	22.0		
T	2016-02-11 03:23:22	47.718036203	-122.247231128	125.4	22.0		
T	2016-02-11 03:23:23	47.718033521	-122.247233307	125.4	22.0		
T	2016-02-11 03:23:24	47.718037125	-122.247239007	125.4	22.0		
T	2016-02-11 03:23:25	47.718034443	-122.247246802	125.4	22.0		
T	2016-02-11 03:23:26	47.718033604	-122.247249400	125.4	22.0		
T	2016-02-11 03:23:27	47.718034945	-122.247254429	125.4	22.0		
T	2016-02-11 03:23:28	47.718036706	-122.247258788	125.4	22.0		
T	2016-02-11 03:23:29	47.718039639	-122.247261470	125.4	22.0		
T	2016-02-11 03:23:30	47.718039891	-122.247263230	125.4	22.0		
T	2016-02-11 03:23:31	47.718040058	-122.247264069	125.4	22.0		
T	2016-02-11 03:23:32	47.718039807	-122.247267505	125.4	22.0		
T	2016-02-11 03:23:33	47.718040142	-122.247272367	125.4	22.0		
T	2016-02-11 03:23:34	47.718037376	-122.247274294	125.4	22.0		
T	2016-02-11 03:23:35	47.718037711	-122.247276977	125.4	22.0		
T	2016-02-11 03:23:36	47.718028491	-122.247271193	125.4	22.0		
T	2016-02-11 03:23:37	47.718014577	-122.247262644	125.4	22.0		
T	2016-02-11 03:23:38	47.717996305	-122.247247053	125.4	22.0		
T	2016-02-11 03:23:39	47.717976188	-122.247227272	125.4	22.0		
T	2016-02-11 03:23:40	47.717967555	-122.247218890	125.4	22.0		
T	2016-02-11 03:23:41	47.717960179	-122.247213107	125.4	22.0		
T	2016-02-11 03:23:42	47.717947103	-122.247202797	125.4	22.0		
T	2016-02-11 03:23:43	47.717943834	-122.247197516	125.4	22.0		
T	2016-02-11 03:23:44	47.717938973	-122.247191314	125.4	22.0		
T	2016-02-11 03:23:45	47.717931261	-122.247181172	125.4	22.0		
T	2016-02-11 03:23:46	47.717926651	-122.247173125	125.4	22.0		
T	2016-02-11 03:23:47	47.717923801	-122.247170527	125.4	22.0		
T	2016-02-11 03:23:48	47.717921538	-122.247164492	125.2	22.0		
T	2016-02-11 03:23:49	47.717919527	-122.247161809	125.2	22.0		
T	2016-02-11 03:23:50	47.717917599	-122.247158708	125.2	22.0		
T	2016-02-11 03:23:51	47.717913408	-122.247156864	125.2	22.0		
T	2016-02-11 03:23:52	47.717907792	-122.247157032	125.2	22.0		
T	2016-02-11 03:23:53	47.717904607	-122.247154517	125.2	22.0		
T	2016-02-11 03:23:54	47.717905026	-122.247151500	125.2	22.0		
T	2016-02-11 03:23:55	47.717906199	-122.247148901	125.2	22.0		
T	2016-02-11 03:23:56	47.717906116	-122.247146219	125.4	22.0		
T	2016-02-11 03:23:57	47.717906032	-122.247145716	125.4	22.0		
T	2016-02-11 03:23:58	47.717905194	-122.247143956	125.2	22.0		
T	2016-02-11 03:23:59	47.717902428	-122.247143621	125.2	22.0		
T	2016-02-11 03:24:00	47.717900584	-122.247142447	125.2	22.0		
T	2016-02-11 03:24:01	47.717899494	-122.247139597	125.2	22.0		
T	2016-02-11 03:24:02	47.717897398	-122.247135406	125.2	22.0		
T	2016-02-11 03:24:03	47.717894046	-122.247133898	125.2	22.0		
T	2016-02-11 03:24:04	47.717891699	-122.247131299	125.2	22.0		
T	2016-02-11 03:24:05	47.717891531	-122.247129036	125.2	22.0		
T	2016-02-11 03:24:06	47.717893040	-122.247125767	125.2	22.0		
T	2016-02-11 03:24:07	47.717896057	-122.247123839	125.2	22.0		
T	2016-02-11 03:24:08	47.717900164	-122.247123588	125.2	22.0		
T	2016-02-11 03:24:09	47.717904774	-122.247124258	125.2	22.0		
T	2016-02-11 03:24:10	47.717911145	-122.247125348	125.2	22.0		
T	2016-02-11 03:24:11	47.717918521	-122.247126689	125.2	22.0		
T	2016-02-11 03:24:12	47.717931597	-122.247132389	125.2	22.0		
T	2016-02-11 03:24:13	47.717937967	-122.247135825	125.2	22.0		
T	2016-02-11 03:24:14	47.717941990	-122.247134736	125.2	22.0		
T	2016-02-11 03:24:15	47.717944924	-122.247133479	125.2	22.0		
T	2016-02-11 03:24:16	47.717949282	-122.247137921	125.2	22.0		
T	2016-02-11 03:24:17	47.717952719	-122.247140603	125.2	22.0		
T	2016-02-11 03:24:18	47.717959341	-122.247142112	125.2	22.0		
T	2016-02-11 03:24:19	47.717964370	-122.247141777	125.2	22.0		
T	2016-02-11 03:24:20	47.717969315	-122.247141358	125.2	22.0		
T	2016-02-11 03:24:21	47.717974177	-122.247142782	125.2	22.0		
T	2016-02-11 03:24:22	47.717978703	-122.247145381	125.2	22.0		
T	2016-02-11 03:24:23	47.717985492	-122.247146051	125.2	22.0		
T	2016-02-11 03:24:24	47.717989935	-122.247145297	125.2	22.0		
T	2016-02-11 03:24:25	47.717994126	-122.247144794	125.2	22.0		
T	2016-02-11 03:24:26	47.717998065	-122.247144291	125.2	22.0		
T	2016-02-11 03:24:27	47.718001250	-122.247143956	125.2	22.0		
T	2016-02-11 03:24:28	47.718004854	-122.247143956	125.0	22.0		
T	2016-02-11 03:24:29	47.718005022	-122.247143704	125.0	22.0		
T	2016-02-11 03:24:30	47.718003932	-122.247143285	125.0	22.0		
T	2016-02-11 03:24:31	47.718003178	-122.247142028	125.0	22.0		
T	2016-02-11 03:24:32	47.718005860	-122.247145297	125.0	22.0		
T	2016-02-11 03:24:33	47.718007872	-122.247145465	125.2	22.0		
T	2016-02-11 03:24:34	47.718010554	-122.247145632	125.2	22.0		
T	2016-02-11 03:24:35	47.718007956	-122.247145381	125.0	22.0		
T	2016-02-11 03:24:36	47.718003932	-122.247143956	125.0	22.0		
T	2016-02-11 03:24:37	47.718004351	-122.247141022	125.2	22.0		
T	2016-02-11 03:24:38	47.718007453	-122.247143704	125.0	22.0		
T	2016-02-11 03:24:39	47.718010303	-122.247147476	125.0	22.0		
T	2016-02-11 03:24:40	47.718011560	-122.247152338	125.0	22.0		
T	2016-02-11 03:24:41	47.718012817	-122.247158457	125.0	22.0		
T	2016-02-11 03:24:42	47.718009716	-122.247163821	125.0	22.0		
T	2016-02-11 03:24:43	47.718003010	-122.247167593	125.0	22.0		
T	2016-02-11 03:24:44	47.717999155	-122.247172287	125.0	22.0		
T	2016-02-11 03:24:45	47.717996640	-122.247175388	125.0	22.0		
T	2016-02-11 03:24:46	47.717995215	-122.247177903	125.0	22.0		
T	2016-02-11 03:24:47	47.717993539	-122.247179076	125.0	22.0		
T	2016-02-11 03:24:48	47.717994796	-122.247180166	125.0	22.0		
T	2016-02-11 03:24:49	47.717993706	-122.247182429	125.0	22.0		
T	2016-02-11 03:24:50	47.717989516	-122.247187039	125.0	22.0		
T	2016-02-11 03:24:51	47.717986079	-122.247190056	125.0	22.0		
T	2016-02-11 03:24:52	47.717983397	-122.247194331	125.0	22.0		
T	2016-02-11 03:24:53	47.717981553	-122.247197600	125.0	22.0		
T	2016-02-11 03:24:54	47.717982223	-122.247199193	125.0	22.0		
T	2016-02-11 03:24:55	47.717983564	-122.247202462	124.8	22.0		
T	2016-02-11 03:24:56	47.717984570	-122.247204725	124.8	22.0		
T	2016-02-11 03:24:58	47.717985911	-122.247207407	124.8	22.0		
T	2016-02-11 03:24:59	47.717983816	-122.247205814	124.8	22.0		
T	2016-02-11 03:25:00	47.717985073	-122.247203467	124.8	22.0		
T	2016-02-11 03:25:01	47.717985827	-122.247201959	124.8	22.0		
T	2016-02-11 03:25:02	47.717986079	-122.247200869	125.0	22.0		
T	2016-02-11 03:25:04	47.717985827	-122.247193325	125.0	22.0		
T	2016-02-11 03:25:05	47.717979038	-122.247198857	125.0	22.0		
T	2016-02-11 03:25:06	47.717974260	-122.247207491	125.0	22.0		
T	2016-02-11 03:25:07	47.717974931	-122.247214615	125.0	22.0		
T	2016-02-11 03:25:08	47.717977026	-122.247216962	125.0	22.0		
T	2016-02-11 03:25:09	47.717980044	-122.247216459	125.0	22.0		
T	2016-02-11 03:25:10	47.717987252	-122.247215034	125.0	22.0		
T	2016-02-11 03:25:11	47.717990438	-122.247213023	125.0	22.0		
T	2016-02-11 03:25:12	47.717997059	-122.247212436	125.2	22.0		
T	2016-02-11 03:25:13	47.717999741	-122.247213693	125.0	22.0		
T	2016-02-11 03:25:14	47.718002005	-122.247212436	125.0	22.0		
T	2016-02-11 03:25:15	47.718007620	-122.247212185	125.0	22.0		
T	2016-02-11 03:25:16	47.718013488	-122.247213358	125.2	22.0		
T	2016-02-11 03:25:17	47.718010973	-122.247210760	125.2	22.0		
T	2016-02-11 03:25:18	47.718009129	-122.247208161	125.2	22.0		
T	2016-02-11 03:25:19	47.718006866	-122.247204641	125.2	22.0		
T	2016-02-11 03:25:20	47.718007201	-122.247203635	125.2	22.0		
T	2016-02-11 03:25:21	47.718003597	-122.247198522	125.2	22.0		
T	2016-02-11 03:25:22	47.718002927	-122.247197013	125.2	22.0		
T	2016-02-11 03:25:23	47.718002759	-122.247196091	125.2	22.0		
T	2016-02-11 03:25:24	47.718002005	-122.247194834	125.2	22.0		
T	2016-02-11 03:25:25	47.718001753	-122.247191481	125.0	22.0		
T	2016-02-11 03:25:26	47.718002005	-122.247191565	125.0	22.0		
T	2016-02-11 03:25:27	47.718004938	-122.247190727	125.0	22.0		
T	2016-02-11 03:25:28	47.718006363	-122.247193744	125.0	22.0		
T	2016-02-11 03:25:29	47.718020529	-122.247207658	125.0	22.0		
T	2016-02-11 03:25:30	47.718024300	-122.247214699	125.0	22.0		
T	2016-02-11 03:25:31	47.718023295	-122.247215873	125.0	22.0		
T	2016-02-11 03:25:32	47.718020193	-122.247216627	125.0	22.0		
T	2016-02-11 03:25:33	47.718013236	-122.247212185	125.0	22.0		
T	2016-02-11 03:25:34	47.718004016	-122.247204809	125.0	22.0		
T	2016-02-11 03:25:35	47.717999490	-122.247199109	125.0	22.0		
T	2016-02-11 03:25:36	47.717998652	-122.247197684	125.0	22.0		
T	2016-02-11 03:25:37	47.717997311	-122.247194666	125.0	22.0		
T	2016-02-11 03:25:38	47.717995634	-122.247193241	125.0	22.0		
T	2016-02-11 03:25:39	47.717995048	-122.247192739	125.0	22.0		
T	2016-02-11 03:25:40	47.717997562	-122.247194834	125.0	22.0		
T	2016-02-11 03:25:41	47.718001250	-122.247195169	125.0	22.0		
T	2016-02-11 03:25:42	47.718002507	-122.247195002	125.0	22.0		
T	2016-02-11 03:25:43	47.718003597	-122.247194080	125.0	22.0		
T	2016-02-11 03:25:44	47.718004771	-122.247193912	125.0	22.0		
T	2016-02-11 03:25:45	47.718006782	-122.247193325	125.0	22.0		
T	2016-02-11 03:25:46	47.718008207	-122.247191900	125.0	22.0		
T	2016-02-11 03:25:47	47.718007285	-122.247192319	125.0	22.0		
T	2016-02-11 03:25:48	47.718006615	-122.247189386	125.0	22.0		
T	2016-02-11 03:25:49	47.718005693	-122.247186201	125.0	22.0		
T	2016-02-11 03:25:50	47.718004435	-122.247183854	125.0	22.0		
T	2016-02-11 03:25:51	47.718004854	-122.247182010	125.0	22.0		
T	2016-02-11 03:25:52	47.718001250	-122.247174047	124.8	22.0		
T	2016-02-11 03:25:53	47.717996305	-122.247168263	124.8	22.0		
T	2016-02-11 03:25:54	47.717992868	-122.247164072	124.8	22.0		
T	2016-02-11 03:25:55	47.717990102	-122.247160636	124.8	22.0		
